cage12,6583.56
cfd2,4767.78
cit-HepPh,1831.64
conf6_0-8x8-20,5674.8
debr,11620.0
e40r5000,1648.34
email-EuAll,4077.08
engine,8343.4
fidap011,3318.84
fidapm11,1896.2
fidapm37,2308.29
m133-b3,3778.19
m14b,8235.2
mc2depi,8710.0
s3dkq4m2,6477.01
s3dkt3m2,5380.45
ship_003,6727.7
soc-Epinions1,2408.59
soc-sign-Slashdot081106,2570.56
thermomech_dK,11467.6
torso2,3166.26
web-NotreDame,6768.76
webbase-1M,16755.7
