cage12,6205.39
cfd2,4674.99
cit-HepPh,1714.72
conf6_0-8x8-20,5500.85
debr,11857.5
e40r5000,1603.43
email-EuAll,4018.64
engine,8710.43
fidap011,3214.27
fidapm11,1801.4
fidapm37,2320.51
m133-b3,4008.08
m14b,8410.36
mc2depi,9192.14
s3dkq4m2,6515.16
s3dkt3m2,5497.08
ship_003,6618.03
soc-Epinions1,2389.96
soc-sign-Slashdot081106,2605.22
thermomech_dK,11192.1
torso2,3341.33
web-NotreDame,6830.67
webbase-1M,17179.8
