cage12,6947.23
cfd2,5168.36
cit-HepPh,1838.01
conf6_0-8x8-20,5931.66
debr,10597.0
e40r5000,1734.4
email-EuAll,3867.69
engine,8522.74
fidap011,3285.29
fidapm11,2000.94
fidapm37,2329.96
m133-b3,3831.18
m14b,9537.87
mc2depi,8757.28
s3dkq4m2,7022.04
s3dkt3m2,5919.49
ship_003,6898.44
soc-Epinions1,2431.62
soc-sign-Slashdot081106,2721.63
thermomech_dK,12537.3
torso2,3661.3
web-NotreDame,6711.27
webbase-1M,16197.5
