cage12,6091.4
cfd2,4734.07
cit-HepPh,1885.06
conf6_0-8x8-20,5466.89
debr,11881.7
e40r5000,1593.7
email-EuAll,3650.13
engine,7350.94
fidap011,3009.36
fidapm11,1729.88
fidapm37,2292.23
m133-b3,3789.54
m14b,8183.33
mc2depi,8853.07
s3dkq4m2,6340.25
s3dkt3m2,5326.93
ship_003,6663.7
soc-Epinions1,2414.23
soc-sign-Slashdot081106,2611.01
thermomech_dK,11681.3
torso2,3234.87
web-NotreDame,6752.86
webbase-1M,16786.8
