cage12,6640.15
cfd2,4966.45
cit-HepPh,1807.25
conf6_0-8x8-20,5508.03
debr,11226.3
e40r5000,1625.11
email-EuAll,3905.54
engine,8131.91
fidap011,3202.66
fidapm11,2059.76
fidapm37,2254.56
m133-b3,4048.25
m14b,8333.76
mc2depi,8561.05
s3dkq4m2,6535.23
s3dkt3m2,5764.72
ship_003,6806.33
soc-Epinions1,2531.16
soc-sign-Slashdot081106,2661.67
thermomech_dK,12184.4
torso2,2992.51
web-NotreDame,7429.57
webbase-1M,16296.4
